,country,year,population,yearly_%_change,migrants,median_age,fertility_rate,density(P/Km²),urban_pop_%,rank
3422,141,1970,160250,3.21,292.0,18.2,6.54,6,8.9,175
3423,141,1965,136816,3.03,472.0,18.3,6.4,5,7.2,175
3424,141,1960,117849,2.93,630.0,18.3,6.4,4,5.8,174
3425,141,1955,102002,2.58,565.0,18.6,6.4,4,4.7,175
3433,142,2005,10446863,3.32,0.0,16.1,7.47,17,36.2,77
3434,142,2000,8872254,3.44,0.0,16.5,7.7,14,33.8,83
3439,142,1975,3880292,2.41,0.0,18.2,7.1,6,25.5,103
3440,142,1970,3444568,2.34,382.0,18.3,7.25,5,22.7,105
3441,142,1965,3068459,2.17,-266.0,18.5,7.25,5,20.0,105
3442,142,1960,2755972,2.04,-266.0,18.9,7.25,4,17.3,107
3443,142,1955,2491542,1.93,0.0,19.2,7.25,4,14.9,105
3454,143,1990,36800509,2.4,-23600.0,19.8,4.4,30,53.1,28
3456,143,1980,28556769,2.54,14663.0,19.4,5.05,24,50.5,28
3459,143,1965,19384841,2.54,21310.0,19.4,6.0,16,48.6,31
3460,143,1960,17099840,2.37,2984.0,19.9,6.05,14,47.6,31
3461,143,1955,15206502,2.22,1492.0,20.6,6.05,13,44.9,31
3477,144,1965,28895558,2.67,-13827.0,18.4,5.6,297,32.4,24
3485,145,2015,10715658,2.42,-20000.0,18.4,5.15,18,20.9,81
3491,145,1985,5220747,3.0,30000.0,17.8,6.78,9,10.3,94
3492,145,1980,4502604,2.7,12000.0,17.8,6.92,7,8.9,101
3493,145,1975,3941618,2.44,5000.0,18.0,6.9,6,9.0,102
3494,145,1970,3494004,2.2,0.0,18.6,6.85,6,9.0,103
3495,145,1965,3133150,1.96,0.0,19.0,6.75,5,9.1,102
3496,145,1960,2842724,1.65,0.0,19.0,6.7,5,9.1,102
3497,145,1955,2619712,1.08,0.0,18.9,6.65,4,9.1,102
3508,146,1990,39202525,0.24,-13536.0,33.4,1.46,79,75.6,26
3509,146,1985,38733876,0.54,-8658.0,31.6,1.88,78,74.4,25
3510,146,1980,37698196,0.99,15381.0,30.4,2.55,76,73.0,24
3511,146,1975,35879209,1.15,19398.0,29.9,2.85,72,69.8,22
3512,146,1970,33883749,1.06,-29187.0,29.8,2.84,68,66.2,22
3513,146,1965,32146263,1.12,-38761.0,30.0,2.81,64,61.5,17
3526,147,1990,17325773,1.38,-27488.0,24.2,2.64,276,18.5,48
3529,147,1975,13755146,1.96,-29000.0,20.6,4.0,219,18.1,43
3530,147,1970,12485740,2.36,-7700.0,19.6,4.7,199,17.6,43
3531,147,1965,11110820,2.39,-9500.0,19.1,5.2,177,17.1,45
3532,147,1960,9874476,2.38,-15000.0,19.1,5.8,157,16.4,45
3533,147,1955,8778438,1.95,-3300.0,20.0,5.8,140,15.6,45
3545,148,1985,1759534,3.1,-12291.0,15.5,7.05,292,65.1,141
3546,148,1980,1510713,2.68,-16739.0,15.1,7.5,251,62.3,141
3547,148,1975,1323802,3.28,-6451.0,14.8,7.69,220,59.5,142
3549,148,1965,1191379,2.19,-15529.0,16.1,8.0,198,48.9,136
3550,148,1960,1069320,1.6,-13591.0,16.8,7.38,178,44.0,137
3551,148,1955,987755,1.17,-13763.0,17.0,7.38,164,40.6,136
3562,149,1990,20147590,3.2,30000.0,17.0,6.3,11,28.6,42
3565,149,1975,12144135,3.39,4000.0,16.5,6.9,7,18.9,50
3566,149,1970,10281700,3.23,0.0,16.8,6.86,6,16.5,51
3567,149,1965,8770097,3.06,0.0,17.1,6.75,5,13.4,61
3568,149,1960,7544491,2.87,0.0,17.5,6.65,4,10.7,59
3569,149,1955,6549298,2.7,0.0,17.8,6.65,4,8.6,61
3570,150,2020,586632,0.9,-1000.0,29.0,2.43,4,65.1,171
3571,150,2019,581372,0.93,-1000.0,28.1,2.53,4,65.2,171
3572,150,2018,575990,0.96,-1000.0,28.1,2.53,4,65.2,170
3573,150,2017,570496,0.99,-1000.0,28.1,2.53,4,65.2,170
3574,150,2016,564888,1.03,-1000.0,28.1,2.53,4,65.3,170
3575,150,2015,559143,1.11,-1000.0,27.9,2.56,4,65.4,170
3576,150,2010,529131,1.16,-1297.0,26.7,2.67,3,66.0,168
3577,150,2005,499464,1.18,-1825.0,25.5,2.83,3,66.6,167
3578,150,2000,470949,1.28,-2038.0,24.8,2.96,3,66.6,167
3579,150,1995,441851,1.75,-1039.0,23.6,3.19,3,66.4,167
3580,150,1990,405168,1.91,-969.0,22.6,3.36,3,66.1,167
3581,150,1985,368638,0.5,-6354.0,21.4,3.7,2,65.8,165
3582,150,1980,359519,0.02,-8070.0,18.9,4.2,2,65.5,164
3583,150,1975,359226,-0.48,-11364.0,16.1,5.29,2,54.3,161
3584,150,1970,367931,2.27,-2772.0,15.9,5.95,2,46.4,160
3585,150,1965,328936,2.7,-2210.0,16.2,6.56,2,47.5,161
3586,150,1960,287871,2.94,-1083.0,16.7,6.56,2,47.6,161
3587,150,1955,249000,2.98,-685.0,19.0,6.56,2,47.3,161
3588,151,2020,1160164,1.05,-8353.0,20.7,3.03,67,30.0,159
3589,151,2019,1148130,1.04,-8353.0,19.9,3.11,67,29.6,159
3590,151,2018,1136281,1.02,-8353.0,19.9,3.11,66,29.1,159
3591,151,2017,1124805,0.97,-8353.0,19.9,3.11,65,28.7,159
3592,151,2016,1113997,0.9,-8353.0,19.9,3.11,65,28.3,159
3593,151,2015,1104044,0.73,-8353.0,19.7,3.14,64,27.8,159
3594,151,2010,1064837,0.66,-7644.0,19.0,3.56,62,25.4,158
3595,151,2005,1030579,0.5,-9563.0,18.5,3.76,60,23.6,154
3596,151,2000,1005435,1.64,-5169.0,17.7,4.14,58,24.0,154
3597,151,1995,926841,2.42,-4650.0,16.6,4.78,54,23.1,154
3598,151,1990,822420,3.3,-444.0,15.6,5.49,48,21.2,154
3599,151,1985,699080,3.53,-1862.0,14.7,6.57,41,18.4,157
3600,151,1980,587858,3.3,-2020.0,15.0,6.73,34,16.9,158
3601,151,1975,499763,2.99,-2285.0,15.6,6.87,29,14.5,159
3602,151,1970,431253,2.89,-793.0,16.3,6.85,25,10.0,159
3603,151,1965,373919,2.13,-2402.0,16.4,6.81,22,6.8,159
3604,151,1960,336583,2.12,-1610.0,17.1,6.7,20,4.1,157
3605,151,1955,303028,2.11,-1135.0,17.8,6.7,18,2.6,159
3613,152,2005,9038623,0.35,28345.0,40.3,1.67,22,84.3,88
3614,152,2000,8881640,0.1,11694.0,39.4,1.56,22,84.0,82
3616,152,1990,8567384,0.5,26914.0,38.4,1.91,21,83.1,78
3617,152,1985,8357652,0.1,5960.0,37.7,1.64,20,83.1,74
3618,152,1980,8316338,0.29,17713.0,36.3,1.66,20,83.1,70
3619,152,1975,8197340,0.35,3760.0,35.4,1.91,20,82.7,65
3620,152,1970,8054916,0.79,26196.0,35.4,2.17,20,81.0,65
3621,152,1965,7745673,0.69,16070.0,36.2,2.31,19,77.1,55
3622,152,1960,7482543,0.6,9453.0,36.0,2.25,18,72.5,60
3623,152,1955,7262623,0.71,10410.0,35.1,2.24,18,69.3,55
3632,153,2000,7143761,0.42,13044.0,38.6,1.48,181,73.6,93
3634,153,1990,6652868,0.67,26171.0,36.9,1.55,168,74.2,91
3635,153,1985,6435424,0.48,16208.0,36.0,1.54,163,74.5,88
3636,153,1980,6283832,-0.17,-27073.0,34.6,1.54,159,74.7,81
3637,153,1975,6337025,0.6,5037.0,32.9,1.87,160,74.4,78
3638,153,1970,6150852,1.14,18596.0,31.8,2.36,156,74.1,72
3640,153,1960,5280680,1.27,25992.0,32.7,2.39,134,71.1,70
3641,153,1955,4957066,1.21,23807.0,33.0,2.31,125,69.3,71
3650,154,2000,16410848,2.73,-26000.0,18.7,4.3,89,51.9,56
3651,154,1995,14345492,2.88,-14000.0,17.5,4.8,78,50.1,58
3652,154,1990,12446171,3.17,-29300.0,16.3,5.87,68,48.9,56
3653,154,1985,10648632,3.58,-17400.0,15.6,6.77,58,47.9,57
3654,154,1980,8930774,3.46,-32334.0,15.5,7.32,49,46.7,64
3655,154,1975,7535714,3.48,-16300.0,15.8,7.54,41,45.1,68
3656,154,1970,6350541,3.4,-3200.0,15.9,7.56,35,43.3,70
3657,154,1965,5373137,3.28,-3200.0,15.8,7.54,29,40.0,80
3658,154,1960,4573512,3.18,-3000.0,17.0,7.38,25,36.8,76
3659,154,1955,3911501,2.76,-14000.0,18.8,7.23,21,34.7,80
3676,155,1960,10876150,3.43,1000.0,17.5,6.14,307,30.9,38
3677,155,1955,9189972,3.87,19000.0,17.9,6.72,260,28.5,41
3678,156,2020,9537645,2.32,-20000.0,22.4,3.61,68,27.3,95
3679,156,2019,9321018,2.42,-20000.0,22.1,3.61,67,27.2,96
3680,156,2018,9100835,2.48,-20000.0,22.1,3.61,65,27.2,96
3681,156,2017,8880268,2.5,-20000.0,22.1,3.61,63,27.1,96
3682,156,2016,8663579,2.48,-20000.0,22.1,3.61,62,27.1,98
3683,156,2015,8454028,2.35,-27395.0,22.0,3.61,60,27.0,98
3684,156,2010,7527394,2.09,-29158.0,21.3,3.61,54,26.9,98
3685,156,2005,6789321,1.78,-28988.0,19.8,3.72,49,26.8,98
3688,156,1990,5283814,3.09,-6302.0,18.1,5.5,38,31.7,99
3689,156,1985,4537822,3.05,2483.0,18.4,5.6,32,33.2,103
3690,156,1980,3905446,2.87,4560.0,18.2,5.9,28,34.3,106
3691,156,1975,3390941,2.96,5607.0,17.6,6.83,24,35.5,106
3692,156,1970,2930107,3.33,13156.0,17.1,7.0,21,36.9,108
3693,156,1965,2487976,3.58,10667.0,18.6,6.8,18,35.2,117
3694,156,1960,2087049,3.07,1672.0,21.6,6.2,15,33.2,117
3695,156,1955,1794416,3.22,11672.0,22.4,5.4,13,31.2,117
3706,157,1990,25203845,3.1,13623.0,17.0,6.36,28,19.1,34
3707,157,1985,21633796,3.14,7012.0,16.9,6.55,24,16.9,36
3708,157,1980,18538259,3.14,-5008.0,16.8,6.73,21,14.7,36
3709,157,1975,15885229,3.25,24040.0,16.8,6.75,18,11.2,38
3710,157,1970,13535481,3.07,7212.0,17.0,6.79,15,7.9,38
3711,157,1965,11634832,2.97,5008.0,17.1,6.8,13,6.1,46
3712,157,1960,10052152,2.86,2003.0,17.1,6.8,11,5.3,42
3713,157,1955,8729662,2.68,2003.0,17.1,6.74,10,4.4,46
3728,158,1970,36884536,3.0,0.0,18.0,5.99,72,20.9,18
3729,158,1965,31822660,3.04,0.0,18.3,6.13,62,20.2,21
3730,158,1960,27397207,2.93,0.0,18.8,6.14,54,19.7,21
3731,158,1955,23711132,2.74,0.0,18.9,6.14,46,18.0,21
3732,159,2020,1318445,1.96,-5385.0,20.8,4.1,89,32.8,156
3733,159,2019,1293119,1.98,-5385.0,19.8,4.34,87,32.4,156
3734,159,2018,1267974,1.99,-5385.0,19.8,4.34,85,31.9,156
3735,159,2017,1243258,1.97,-5385.0,19.8,4.34,84,31.5,157
3736,159,2016,1219288,1.92,-5385.0,19.8,4.34,82,31.1,156
3737,159,2015,1196302,1.81,-5606.0,19.6,4.4,80,30.6,156
3738,159,2010,1093523,1.9,-7615.0,18.2,5.3,74,28.1,157
3739,159,2005,995135,2.39,-5574.0,17.6,6.25,67,26.9,156
3740,159,2000,884366,0.93,-16315.0,17.6,5.8,59,23.9,156
3741,159,1995,844334,2.73,0.0,20.4,5.6,57,23.3,156
3742,159,1990,737814,2.35,0.0,20.6,5.4,50,21.2,157
3743,159,1985,657053,1.84,0.0,20.1,5.5,44,18.8,158
3744,159,1980,599905,-0.95,-10280.0,19.4,5.0,40,16.1,157
3745,159,1975,629227,1.94,0.0,19.7,5.5,42,15.4,154
3746,159,1970,571565,1.92,0.0,19.9,5.8,38,13.6,154
3747,159,1965,519686,1.83,0.0,19.4,6.2,35,12.0,154
3748,159,1960,474532,1.56,0.0,18.9,6.4,32,10.6,154
3749,159,1955,439223,1.15,0.0,18.4,6.55,30,10.5,154
3750,160,2020,8278724,2.43,-2000.0,19.4,4.35,152,43.3,102
3751,160,2019,8082366,2.45,-2000.0,18.9,4.62,149,42.8,102
3752,160,2018,7889093,2.48,-2000.0,18.9,4.62,145,42.2,102
3753,160,2017,7698474,2.51,-2000.0,18.9,4.62,142,41.7,102
3754,160,2016,7509951,2.55,-2000.0,18.9,4.62,138,41.1,102
3755,160,2015,7323158,2.66,-1999.0,18.8,4.69,135,40.6,102
3756,160,2010,6421679,2.73,-2120.0,18.5,5.04,118,38.0,104
3757,160,2005,5611640,2.65,-6600.0,18.3,5.31,103,35.6,108
3758,160,2000,4924402,3.1,16000.0,18.0,5.54,91,33.2,111
3759,160,1995,4226291,2.29,-23300.0,17.1,5.9,78,31.1,117
3760,160,1990,3774312,3.02,-4000.0,16.8,6.5,69,28.7,117
3761,160,1985,3252994,3.64,10000.0,16.7,7.06,60,26.6,122
3762,160,1980,2720839,2.45,-20000.0,16.8,7.28,50,24.7,124
3763,160,1975,2410446,2.64,-10000.0,17.1,7.2,44,22.9,127
3764,160,1970,2115522,4.36,27785.0,17.6,6.94,39,21.3,127
3765,160,1965,1708630,1.57,-15577.0,18.1,6.65,31,14.9,126
3766,160,1960,1580513,1.41,-11467.0,18.5,6.42,29,10.1,129
3767,160,1955,1473839,1.1,-9384.0,18.9,6.33,27,6.7,126
3785,161,2020,105695,1.15,-800.0,22.4,3.58,147,24.3,198
3786,161,2019,104494,1.26,-800.0,22.0,3.75,145,24.3,199
3787,161,2018,103197,1.18,-800.0,22.0,3.75,143,24.4,199
3788,161,2017,101998,0.86,-800.0,22.0,3.75,142,24.5,199
3789,161,2016,101133,0.35,-800.0,22.0,3.75,140,24.6,199
3790,161,2015,100781,-0.62,-2598.0,21.9,3.79,140,24.6,199
3791,161,2010,103986,0.6,-1552.0,21.2,4.03,144,23.4,196
3792,161,2005,100905,0.59,-1567.0,21.0,4.23,140,23.2,197
3793,161,2000,97973,0.41,-1687.0,19.9,4.29,136,23.0,197
3794,161,1995,95976,0.19,-2196.0,19.8,4.62,133,22.9,197
3795,161,1990,95069,0.25,-2157.0,19.7,4.74,132,22.7,196
3796,161,1985,93896,0.2,-2475.0,18.4,5.5,130,22.3,194
3797,161,1980,92971,1.03,-1563.0,18.3,5.5,129,21.2,193
3798,161,1975,88318,0.92,-1497.0,16.9,5.5,123,20.3,191
3799,161,1970,84351,2.56,-576.0,15.9,6.5,117,20.2,190
3800,161,1965,74345,3.84,85.0,16.9,7.3,103,19.5,190
3801,161,1960,61577,2.17,-937.0,17.3,7.3,86,17.6,191
3802,161,1955,55322,3.22,-269.0,17.2,7.3,77,15.5,190
3803,162,2020,1399488,0.32,-800.0,36.2,1.73,273,52.4,154
3804,162,2019,1394973,0.37,-800.0,34.3,1.78,272,52.4,153
3805,162,2018,1389843,0.42,-800.0,34.3,1.78,271,52.5,153
3806,162,2017,1384059,0.47,-800.0,34.3,1.78,270,52.6,153
3807,162,2016,1377560,0.53,-800.0,34.3,1.78,269,52.8,153
3808,162,2015,1370328,0.63,-800.0,33.8,1.8,267,52.9,153
3809,162,2010,1328147,0.48,-3721.0,31.9,1.8,259,54.0,153
3810,162,2005,1296502,0.46,-3498.0,29.8,1.75,253,55.0,152
3811,162,2000,1267153,0.21,-6852.0,27.7,1.82,247,55.9,150
3812,162,1995,1254200,0.54,-6563.0,25.7,2.18,244,55.1,149
3813,162,1990,1221116,0.85,-9077.0,24.1,2.75,238,54.2,149
3814,162,1985,1170285,1.53,-6734.0,22.7,3.28,228,53.2,148
3815,162,1980,1084744,1.42,-5987.0,21.6,3.24,211,52.3,146
3816,162,1975,1010936,1.35,-5779.0,20.1,3.45,197,47.7,145
3817,162,1970,945360,0.73,-12262.0,18.8,3.81,184,43.1,144
3818,162,1965,911737,1.46,-11359.0,18.2,5.04,178,38.5,142
3819,162,1960,847979,2.77,-737.0,18.7,5.3,165,34.2,143
3820,162,1955,739709,2.76,-764.0,19.4,5.3,144,30.1,142
3821,163,2020,11818619,1.06,-4000.0,32.8,2.2,76,70.1,79
3822,163,2019,11694719,1.12,-4000.0,31.6,2.24,75,69.8,78
3823,163,2018,11565201,1.15,-4000.0,31.6,2.24,74,69.5,77
3824,163,2017,11433443,1.15,-4000.0,31.6,2.24,74,69.2,77
3825,163,2016,11303945,1.11,-4000.0,31.6,2.24,73,68.9,79
3826,163,2015,11179949,1.0,-30000.0,31.3,2.25,72,68.6,79
3827,163,2010,10635244,1.02,-8128.0,29.3,2.02,68,66.7,78
3828,163,2005,10106771,0.81,-28609.0,27.2,2.04,65,65.2,79
3829,163,2000,9708350,1.25,-7961.0,25.1,2.34,62,63.4,80
3830,163,1995,9125398,2.06,28068.0,23.1,2.98,59,61.4,79
3831,163,1990,8242496,2.38,9800.0,21.3,4.0,53,57.9,80
3832,163,1985,7329594,2.83,17116.0,19.9,4.82,47,53.8,80
3833,163,1980,6374039,2.42,-14414.0,18.6,5.65,41,50.5,80
3834,163,1975,5656914,2.24,-19413.0,17.8,6.39,36,47.6,82
3835,163,1970,5063809,2.17,-19305.0,17.0,6.92,33,43.5,82
3836,163,1965,4547941,1.71,-28499.0,17.5,6.99,29,39.7,79
3837,163,1960,4178236,1.16,-38150.0,18.5,6.85,27,37.5,81
3838,163,1955,3943540,1.81,-3733.0,19.4,6.65,25,35.2,79
3853,164,1970,34876303,2.4,-36000.0,19.0,5.8,45,38.2,20
3854,164,1965,30972994,2.43,-30000.0,19.1,6.2,40,34.2,20
3855,164,1960,27472345,2.51,-12001.0,19.4,6.5,36,31.5,20
3856,164,1955,24270600,2.54,-3800.0,19.8,6.69,32,28.6,20
3857,165,2020,6031200,1.5,-5000.0,26.9,2.79,13,52.5,113
3858,165,2019,5942089,1.56,-5000.0,25.9,2.96,13,52.1,113
3859,165,2018,5850901,1.62,-5000.0,25.9,2.96,12,51.6,113
3860,165,2017,5757667,1.68,-5000.0,25.9,2.96,12,51.2,113
3861,165,2016,5662368,1.74,-5000.0,25.9,2.96,12,50.7,114
3862,165,2015,5565287,1.81,-10000.0,25.6,3.0,12,50.3,115
3863,165,2010,5087213,1.36,-12543.0,24.4,2.65,11,48.5,116
3864,165,2005,4754646,1.03,-25177.0,23.0,2.76,10,47.1,114
3865,165,2000,4516133,1.42,-12935.0,21.7,3.03,10,45.9,114
3866,165,1995,4207841,2.69,8727.0,20.1,4.03,9,44.8,118
3867,165,1990,3683967,2.58,-7940.0,19.6,4.55,8,45.1,119
3868,165,1985,3244018,2.43,-7159.0,19.4,4.79,7,46.0,123
3869,165,1980,2876808,2.64,-1014.0,18.7,5.6,6,47.1,123
3870,165,1975,2525364,2.84,5069.0,18.0,6.19,5,47.6,124
3871,165,1970,2195175,3.01,5629.0,17.7,6.56,5,47.8,124
3872,165,1965,1892599,3.37,5357.0,18.7,6.8,4,47.1,130
3873,165,1960,1603258,3.28,6004.0,21.7,6.2,3,46.4,127
3874,165,1955,1364635,2.42,1745.0,23.0,5.3,3,45.7,130
3917,166,2000,23650172,2.99,-36000.0,15.2,6.95,118,15.0,42
3918,166,1995,20413152,3.3,22000.0,15.5,7.06,102,12.9,46
3920,166,1985,14559355,3.19,-24000.0,16.3,7.1,73,9.2,50
3921,166,1980,12442334,2.99,-36000.0,16.4,7.1,62,7.6,52
3923,166,1970,9405600,3.33,10001.0,16.5,7.12,47,6.7,56
3924,166,1965,7986066,3.37,25000.0,16.8,7.05,40,5.5,65
3925,166,1960,6767095,2.82,0.0,17.1,6.95,34,4.4,65
3926,166,1955,5888793,2.68,0.0,17.8,6.9,29,3.5,65
3944,167,1955,40019491,1.42,8785.0,28.3,2.81,69,41.4,15
3961,168,1960,92418,3.04,-35.0,17.8,6.97,1,73.7,178
3962,168,1955,79578,2.72,-28.0,18.4,6.97,1,64.6,182
3999,169,2020,104425,-0.15,-451.0,42.6,2.05,298,96.3,199
4000,169,2019,104578,-0.1,-451.0,41.5,2.24,299,96.1,198
4001,169,2018,104680,-0.07,-451.0,41.5,2.24,299,95.9,198
4002,169,2017,104751,-0.08,-451.0,41.5,2.24,299,95.7,198
4003,169,2016,104835,-0.12,-451.0,41.5,2.24,300,95.6,198
4004,169,2015,104958,-0.21,-900.0,41.3,2.29,300,95.4,197
4005,169,2010,106087,-0.32,-1253.0,39.2,2.42,303,94.6,195
4006,169,2005,107794,-0.17,-1054.0,36.5,2.14,308,93.7,194
4007,169,2000,108722,0.25,-787.0,33.7,2.19,311,92.6,193
4008,169,1995,107392,0.69,-924.0,30.8,2.79,307,90.4,195
4009,169,1990,103756,-0.29,-2231.0,28.3,3.02,296,87.7,193
4010,169,1985,105280,1.22,-698.0,24.0,2.97,301,84.3,190
4011,169,1980,99080,2.76,392.0,22.2,3.49,283,80.1,191
4013,169,1970,64726,5.2,649.0,23.2,5.52,185,69.6,195
4015,169,1960,33135,2.23,-107.0,21.1,5.49,95,56.5,203
4016,169,1955,29682,2.07,-60.0,21.5,5.25,85,57.2,203
4017,170,2020,3473730,0.35,-3000.0,35.8,1.98,20,96.1,134
4018,170,2019,3461734,0.36,-3000.0,35.2,2.0,20,96.0,134
4019,170,2018,3449285,0.37,-3000.0,35.2,2.0,20,95.9,134
4020,170,2017,3436641,0.37,-3000.0,35.2,2.0,20,95.8,133
4021,170,2016,3424129,0.36,-3000.0,35.2,2.0,20,95.7,133
4022,170,2015,3412009,0.31,-6000.0,35.0,2.01,19,95.6,134
4023,170,2010,3359275,0.22,-10000.0,33.9,2.03,19,94.8,133
4024,170,2005,3321803,0.01,-20800.0,32.7,2.18,19,93.4,132
4025,170,2000,3319736,0.59,-5200.0,31.6,2.3,19,92.1,128
4026,170,1995,3224281,0.73,-4000.0,31.1,2.49,18,90.6,127
4027,170,1990,3109601,0.64,-6000.0,30.7,2.53,18,89.0,127
4028,170,1985,3011519,0.65,-6000.0,30.4,2.57,17,87.2,124
4029,170,1980,2915389,0.6,-12000.0,30.2,2.89,17,85.4,122
4030,170,1975,2830176,0.14,-27200.0,30.0,3.0,16,83.4,119
4031,170,1970,2809793,0.84,-6800.0,29.7,2.8,16,82.4,113
4032,170,1965,2694536,1.2,-1200.0,29.3,2.9,15,81.3,108
4033,170,1960,2538643,1.36,4000.0,28.9,2.83,15,80.2,108
4034,170,1955,2372559,1.17,2000.0,28.4,2.73,14,79.1,108
4035,171,2020,33469203,1.48,-8863.0,27.8,2.43,79,50.1,42
4036,171,2019,32981716,1.56,-8863.0,26.5,2.43,78,50.2,42
4037,171,2018,32476244,1.62,-8863.0,26.5,2.43,76,50.3,42
4038,171,2017,31959785,1.65,-8863.0,26.5,2.43,75,50.5,42
4039,171,2016,31441751,1.66,-8863.0,26.5,2.43,74,50.7,42
4040,171,2015,30929557,1.64,-13294.0,26.2,2.43,73,50.8,42
4041,171,2010,28515909,1.53,-28026.0,24.5,2.49,67,51.1,42
4046,171,1985,18061284,2.58,-37034.0,19.6,4.8,42,40.8,41
4047,171,1980,15898757,2.79,14416.0,18.9,5.46,37,40.9,41
4048,171,1975,13857478,2.78,14133.0,18.0,6.16,33,39.2,41
4051,171,1960,8526300,3.22,19804.0,22.2,5.9,20,34.1,50
4053,172,2020,307145,2.42,120.0,21.1,3.8,25,24.4,181
4054,172,2019,299882,2.46,120.0,20.8,3.96,25,24.4,181
4055,172,2018,292680,2.51,120.0,20.8,3.96,24,24.4,181
4056,172,2017,285510,2.58,120.0,20.8,3.96,23,24.3,182
4057,172,2016,278330,2.66,120.0,20.8,3.96,23,24.3,182
4058,172,2015,271130,2.8,357.0,20.8,4.0,22,24.4,183
4059,172,2010,236211,2.45,-655.0,21.2,4.2,19,24.5,184
4060,172,2005,209282,2.5,-515.0,19.8,4.4,17,23.1,184
4061,172,2000,184972,1.92,-1477.0,18.8,4.59,15,21.7,184
4062,172,1995,168158,2.79,-190.0,18.5,4.83,14,20.2,185
4063,172,1990,146573,2.43,-723.0,18.1,5.04,12,18.7,186
4064,172,1985,129984,2.37,-801.0,17.7,5.4,11,16.7,187
4065,172,1980,115597,2.97,-87.0,17.5,5.75,9,14.7,188
4066,172,1975,99859,3.18,155.0,17.3,6.11,8,13.4,187
4067,172,1970,85377,2.83,-243.0,17.3,6.46,7,12.3,189
4068,172,1965,74270,3.12,-130.0,16.8,7.0,6,11.3,191
4069,172,1960,63689,3.01,-176.0,16.8,7.35,5,10.4,190
4070,172,1955,54921,2.86,-179.0,16.8,7.6,5,9.5,191
4078,173,2005,26432447,1.79,-4548.0,24.5,2.72,30,89.1,41
4079,173,2000,24192446,1.98,-908.0,23.2,2.94,27,88.6,40
4080,173,1995,21931084,2.24,-454.0,22.0,3.25,25,87.0,41
4081,173,1990,19632665,2.54,184.0,20.9,3.65,22,85.3,43
4082,173,1985,17319520,2.67,276.0,19.9,3.96,20,82.8,42
4083,173,1980,15182611,2.85,224.0,18.9,4.47,17,80.0,42
4084,173,1975,13189509,2.97,188.0,17.9,4.94,15,76.8,47
4085,173,1970,11396393,3.29,632.0,17.1,5.7,13,73.1,46
4086,173,1965,9692278,3.55,3774.0,16.9,6.18,11,67.9,60
4087,173,1960,8141841,3.84,15964.0,17.0,6.46,9,61.7,53
4104,174,1965,37858951,2.99,0.0,19.2,6.42,122,16.4,18
4105,174,1960,32670039,3.02,0.0,21.9,6.16,105,14.7,17
4106,174,1955,28147443,2.56,0.0,23.6,5.4,91,13.1,18
4124,175,2020,597339,2.55,5582.0,28.4,2.41,2,86.8,170
4125,175,2019,582463,2.65,5582.0,27.1,2.56,2,86.8,170
4126,175,2018,567402,2.68,5582.0,27.1,2.56,2,86.7,171
4127,175,2017,552615,2.57,5582.0,27.1,2.56,2,86.6,171
4128,175,2016,538749,2.38,5582.0,27.1,2.56,2,86.6,171
4129,175,2015,526216,1.84,572.0,26.8,2.6,2,86.5,171
4130,175,2010,480274,1.88,1058.0,25.5,2.55,2,86.3,172
4132,175,2000,314118,4.21,6110.0,22.3,3.4,1,85.8,176
4133,175,1995,255634,3.31,2400.0,21.2,4.0,1,85.5,179
4134,175,1990,217258,3.56,2140.0,21.1,4.6,1,84.1,180
4135,175,1985,182421,3.87,2040.0,21.4,5.33,1,82.3,180
4137,175,1975,74954,-0.5,-2236.0,16.7,6.57,0,59.5,194
4142,176,2020,29825964,2.28,-30000.0,20.2,3.84,56,38.4,48
4143,176,2019,29161922,2.33,-30000.0,19.3,4.28,55,37.8,48
4144,176,2018,28498683,2.39,-30000.0,19.3,4.28,54,37.2,49
4145,176,2017,27834819,2.45,-30000.0,19.3,4.28,53,36.6,49
4146,176,2016,27168208,2.53,-30000.0,19.3,4.28,51,35.9,50
4147,176,2015,26497889,2.73,-15002.0,19.1,4.4,50,35.3,50
4148,176,2010,23154855,2.86,-13154.0,17.9,5.0,44,32.4,52
4149,176,2005,20107409,2.92,-22430.0,16.6,5.9,38,29.6,53
4150,176,2000,17409072,3.14,-20000.0,15.5,6.8,33,27.0,54
4152,176,1990,11709993,4.11,-10000.0,14.4,8.8,22,21.6,61
4153,176,1985,9572175,3.8,-10000.0,14.8,8.8,18,18.9,69
4154,176,1980,7941898,3.2,-15000.0,15.2,8.6,15,16.9,73
4157,176,1965,5727751,1.51,-20000.0,18.6,8.0,11,10.9,70
4158,176,1960,5315355,1.37,-15000.0,18.8,7.9,10,8.9,69
4159,176,1955,4965574,1.27,-10000.0,18.9,7.8,9,7.0,70
4160,177,2020,18383955,2.93,-8000.0,17.6,4.66,25,45.3,65
4161,177,2019,17861030,2.94,-8000.0,16.9,5.09,24,44.8,65
4162,177,2018,17351708,2.96,-8000.0,16.9,5.09,23,44.2,65
4163,177,2017,16853599,3.0,-8000.0,16.9,5.09,23,43.6,68
4164,177,2016,16363458,3.05,-8000.0,16.9,5.09,22,43.0,69
4165,177,2015,15879361,3.14,-10000.0,16.7,5.2,21,42.5,69
